Antibody,Virus,Reference,Pubmed ID,IC50,IC80,ID50,Type
VRC34.01,CH117_4,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.151,5.8,,gp41 fusion peptide
VRC34.01,CH117_4,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.069,1.98,,gp41 fusion peptide
VRC34.01,CH117_4,Wang et al. Cell Rep. 42:112755 (2023),37436899,0.062,0.604,,gp41 fusion peptide
VRC34.01,CH117_4,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.047,5.37,,gp41 fusion peptide
VRC34.01,CH119_10,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.108,0.623,,gp41 fusion peptide
VRC34.01,CH119_10,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.055,0.315,,gp41 fusion peptide
VRC34.01,CH119_10,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.053,0.245,,gp41 fusion peptide
VRC34.01,CH181_12,Kong et al. Cell 178:567-584.e19 (2019),31348886,134,446,,gp41 fusion peptide
VRC34.01,CH181_12,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,CH181_12,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,CH505_TF,LaBranche et al. PLoS Pathog 15:e1008026 (2019),31527908,0.55,,,gp41 fusion peptide
VRC34.01,CH505_TF_DELGLY3_197,LaBranche et al. PLoS Pathog 15:e1008026 (2019),31527908,2.1,,,gp41 fusion peptide
VRC34.01,CH505_TF_DELGLY3_276,LaBranche et al. PLoS Pathog 15:e1008026 (2019),31527908,0.62,,,gp41 fusion peptide
VRC34.01,CH505_TF_DELGLY3_461,LaBranche et al. PLoS Pathog 15:e1008026 (2019),31527908,0.84,,,gp41 fusion peptide
VRC34.01,CH505_TF_DELGLY4,LaBranche et al. PLoS Pathog 15:e1008026 (2019),31527908,0.94,,,gp41 fusion peptide
VRC34.01,CH505_TF_G458Y,LaBranche et al. PLoS Pathog 15:e1008026 (2019),31527908,0.21,,,gp41 fusion peptide
VRC34.01,CH505_TF_N279K,LaBranche et al. PLoS Pathog 15:e1008026 (2019),31527908,0.18,,,gp41 fusion peptide
VRC34.01,CH505_TF_N279K_G458Y,LaBranche et al. PLoS Pathog 15:e1008026 (2019),31527908,0.11,,,gp41 fusion peptide
VRC34.01,CH505_TF_N279K_N280D_G458Y,LaBranche et al. PLoS Pathog 15:e1008026 (2019),31527908,0.13,,,gp41 fusion peptide
VRC34.01,CH505_W4_3,LaBranche et al. PLoS Pathog 15:e1008026 (2019),31527908,>25,,,gp41 fusion peptide
VRC34.01,CM244_EC1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,CM244_EC1,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,CM244_EC1,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,CNE10,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,CNE10,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,CNE10,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,CNE12,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,CNE12,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,CNE12,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,CNE14,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,CNE14,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,CNE14,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,CNE15,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,CNE15,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,CNE15,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,CNE19,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.049,>500,,gp41 fusion peptide
VRC34.01,CNE19,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.01,>50,,gp41 fusion peptide
VRC34.01,CNE19,Shen et al. Cell Host & Microbe 27:531 (2020) - dataset 2,32130953,0.04,>50,,gp41 fusion peptide
VRC34.01,CNE19,Wang et al. Cell Rep. 42:112755 (2023),37436899,0.035,>100,,gp41 fusion peptide
VRC34.01,CNE19,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.023,>100,,gp41 fusion peptide
VRC34.01,CNE19,Xu et al. Nat Med 24:857 (2018) - dataset 3,29867235,0.033,1.54,,gp41 fusion peptide
VRC34.01,CNE20,Kong et al. Cell 178:567-584.e19 (2019),31348886,372,>500,,gp41 fusion peptide
VRC34.01,CNE20,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,CNE20,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,CNE21,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.055,0.14,,gp41 fusion peptide
VRC34.01,CNE21,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.049,0.153,,gp41 fusion peptide
VRC34.01,CNE21,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.039,0.11,,gp41 fusion peptide
VRC34.01,CNE3,Kong et al. Cell 178:567-584.e19 (2019),31348886,15.7,>500,,gp41 fusion peptide
VRC34.01,CNE3,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,23.4,>50,,gp41 fusion peptide
VRC34.01,CNE3,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,6.93,>100,,gp41 fusion peptide
VRC34.01,CNE30,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.191,0.708,,gp41 fusion peptide
VRC34.01,CNE30,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.224,0.611,,gp41 fusion peptide
VRC34.01,CNE30,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.158,0.485,,gp41 fusion peptide
VRC34.01,CNE31,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.122,0.313,,gp41 fusion peptide
VRC34.01,CNE31,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.118,0.283,,gp41 fusion peptide
VRC34.01,CNE31,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.061,0.211,,gp41 fusion peptide
VRC34.01,CNE4,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.344,1.93,,gp41 fusion peptide
VRC34.01,CNE4,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.348,2.15,,gp41 fusion peptide
VRC34.01,CNE4,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.234,1.6,,gp41 fusion peptide
VRC34.01,CNE40,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.194,0.725,,gp41 fusion peptide
VRC34.01,CNE40,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.187,0.65,,gp41 fusion peptide
VRC34.01,CNE40,Wang et al. Cell Rep. 42:112755 (2023),37436899,0.214,0.832,,gp41 fusion peptide
VRC34.01,CNE40,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.129,0.507,,gp41 fusion peptide
VRC34.01,CNE5,Kong et al. Cell 178:567-584.e19 (2019),31348886,55,>500,,gp41 fusion peptide
VRC34.01,CNE5,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,CNE5,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,CNE53,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.116,0.555,,gp41 fusion peptide
VRC34.01,CNE53,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.105,0.547,,gp41 fusion peptide
VRC34.01,CNE53,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.058,0.294,,gp41 fusion peptide
VRC34.01,CNE55,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,CNE55,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,CNE55,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,CNE56,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,CNE56,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,CNE56,Shen et al. Cell Host & Microbe 27:531 (2020) - dataset 2,32130953,>50,>50,,gp41 fusion peptide
VRC34.01,CNE56,Wang et al. Cell Rep. 42:112755 (2023),37436899,>100,>100,,gp41 fusion peptide
VRC34.01,CNE56,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,CNE56,Xu et al. Nat Med 24:857 (2018) - dataset 3,29867235,>50,>50,,gp41 fusion peptide
VRC34.01,CNE57,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.038,0.115,,gp41 fusion peptide
VRC34.01,CNE57,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.017,0.058,,gp41 fusion peptide
VRC34.01,CNE57,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.029,0.094,,gp41 fusion peptide
VRC34.01,CNE58,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.082,0.384,,gp41 fusion peptide
VRC34.01,CNE58,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.073,0.393,,gp41 fusion peptide
VRC34.01,CNE58,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.124,0.476,,gp41 fusion peptide
VRC34.01,CNE59,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,CNE59,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,CNE59,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,CNE7,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,CNE7,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,CNE7,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,CNE8,Kong et al. Cell 178:567-584.e19 (2019),31348886,94,>500,,gp41 fusion peptide
VRC34.01,CNE8,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,CNE8,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,23.6,>100,,gp41 fusion peptide
VRC34.01,CON_S_LIAO2006,Sliepen et al. Nat Commun 10:2355 (2019),31142746,0.2,,,gp41 fusion peptide
VRC34.01,DJ263_8,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.101,0.309,,gp41 fusion peptide
VRC34.01,DJ263_8,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.152,0.411,,gp41 fusion peptide
VRC34.01,DJ263_8,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.167,0.441,,gp41 fusion peptide
VRC34.01,DU123_06,Kong et al. Cell 178:567-584.e19 (2019),31348886,27.3,>500,,gp41 fusion peptide
VRC34.01,DU123_06,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,3.37,>50,,gp41 fusion peptide
VRC34.01,DU123_06,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,6.07,>100,,gp41 fusion peptide
VRC34.01,DU151_02,Kong et al. Cell 178:567-584.e19 (2019),31348886,6.68,>500,,gp41 fusion peptide
VRC34.01,DU151_02,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,4.18,>50,,gp41 fusion peptide
VRC34.01,DU151_02,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,2.2,>100,,gp41 fusion peptide
VRC34.01,DU156_12,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,DU156_12,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,DU156_12,Kong et al. Science 352:828 (2016a) - dataset 2,27174988,>50,,,gp41 fusion peptide
VRC34.01,DU156_12,Wang et al. Nat Biotechnol. 36:152 (2018),29309060,>50,,,gp41 fusion peptide
VRC34.01,DU156_12,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,DU172_17,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.112,0.354,,gp41 fusion peptide
VRC34.01,DU172_17,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.099,0.247,,gp41 fusion peptide
VRC34.01,DU172_17,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.062,0.237,,gp41 fusion peptide
VRC34.01,DU422_1,Kong et al. Cell 178:567-584.e19 (2019),31348886,4.23,>500,,gp41 fusion peptide
VRC34.01,DU422_1,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,1.14,>50,,gp41 fusion peptide
VRC34.01,DU422_1,Kong et al. Science 352:828 (2016a) - dataset 2,27174988,1.940,,,gp41 fusion peptide
VRC34.01,DU422_1,Wang et al. Nat Biotechnol. 36:152 (2018),29309060,0.29,,,gp41 fusion peptide
VRC34.01,DU422_1,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,1.03,>100,,gp41 fusion peptide
VRC34.01,H086_8,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.574,6,,gp41 fusion peptide
VRC34.01,H086_8,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.432,3.21,,gp41 fusion peptide
VRC34.01,H086_8,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.44,6.86,,gp41 fusion peptide
VRC34.01,HT593_1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,HT593_1,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,HT593_1,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,HXB2,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.15,2.77,,gp41 fusion peptide
VRC34.01,HXB2,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.143,0.889,,gp41 fusion peptide
VRC34.01,HXB2,Wang et al. Cell Rep. 42:112755 (2023),37436899,0.254,1.05,,gp41 fusion peptide
VRC34.01,HXB2,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.132,1.05,,gp41 fusion peptide
VRC34.01,JRCSF,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,JRCSF,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,JRCSF,Kong et al. Science 352:828 (2016a) - dataset 2,27174988,0.309,,,gp41 fusion peptide
VRC34.01,JRCSF,Wang et al. Nat Biotechnol. 36:152 (2018),29309060,>50,,,gp41 fusion peptide
VRC34.01,JRCSF,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,JRFL,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.182,0.806,,gp41 fusion peptide
VRC34.01,JRFL,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.115,0.448,,gp41 fusion peptide
VRC34.01,JRFL,Kong et al. Science 352:828 (2016a) - dataset 2,27174988,0.136,,,gp41 fusion peptide
VRC34.01,JRFL,Wang et al. Nat Biotechnol. 36:152 (2018),29309060,0.2,,,gp41 fusion peptide
VRC34.01,JRFL,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.087,0.321,,gp41 fusion peptide
VRC34.01,KER2008_12,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.038,0.147,,gp41 fusion peptide
VRC34.01,KER2008_12,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.043,0.151,,gp41 fusion peptide
VRC34.01,KER2008_12,Shen et al. Cell Host & Microbe 27:531 (2020) - dataset 2,32130953,0.07,0.35,,gp41 fusion peptide
VRC34.01,KER2008_12,Wang et al. Cell Rep. 42:112755 (2023),37436899,0.082,0.317,,gp41 fusion peptide
VRC34.01,KER2008_12,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.036,0.111,,gp41 fusion peptide
VRC34.01,KER2008_12,Xu et al. Nat Med 24:857 (2018) - dataset 3,29867235,0.028,0.138,,gp41 fusion peptide
VRC34.01,KER2018_11,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.221,0.842,,gp41 fusion peptide
VRC34.01,KER2018_11,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.176,0.738,,gp41 fusion peptide
VRC34.01,KER2018_11,Kong et al. Science 352:828 (2016a) - dataset 2,27174988,0.094,,,gp41 fusion peptide
VRC34.01,KER2018_11,Wang et al. Nat Biotechnol. 36:152 (2018),29309060,0.21,,,gp41 fusion peptide
VRC34.01,KER2018_11,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.182,0.575,,gp41 fusion peptide
VRC34.01,KNH1209_18,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.371,2.64,,gp41 fusion peptide
VRC34.01,KNH1209_18,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.378,2.74,,gp41 fusion peptide
VRC34.01,KNH1209_18,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.401,1.8,,gp41 fusion peptide
VRC34.01,KO426_N276D,LaBranche et al. PLoS Pathog e1007431 (2018),30395637,0.06,,,gp41 fusion peptide
VRC34.01,KO426_N276D_N460D_N463D,LaBranche et al. PLoS Pathog e1007431 (2018),30395637,0.08,,,gp41 fusion peptide
VRC34.01,KO426_N460D_N463D,LaBranche et al. PLoS Pathog e1007431 (2018),30395637,0.09,,,gp41 fusion peptide
VRC34.01,KO426_S278R_N460D_N463D_G471S,LaBranche et al. PLoS Pathog e1007431 (2018),30395637,0.13,,,gp41 fusion peptide
VRC34.01,KO426_T78_10,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.102,0.347,,gp41 fusion peptide
VRC34.01,KO426_T78_10,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.124,0.757,,gp41 fusion peptide
VRC34.01,KO426_T78_10,LaBranche et al. PLoS Pathog e1007431 (2018),30395637,0.08,,,gp41 fusion peptide
VRC34.01,KO426_T78_10,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.079,0.305,,gp41 fusion peptide
VRC34.01,M02138,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,M02138,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,M02138,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,MB201_A1,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.066,0.208,,gp41 fusion peptide
VRC34.01,MB201_A1,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.115,0.323,,gp41 fusion peptide
VRC34.01,MB201_A1,Wang et al. Cell Rep. 42:112755 (2023),37436899,0.072,0.323,,gp41 fusion peptide
VRC34.01,MB201_A1,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.046,0.144,,gp41 fusion peptide
VRC34.01,MB539_2B7,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.306,1.24,,gp41 fusion peptide
VRC34.01,MB539_2B7,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.636,2.19,,gp41 fusion peptide
VRC34.01,MB539_2B7,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.256,1.12,,gp41 fusion peptide
VRC34.01,MI369_A5,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.256,2.52,,gp41 fusion peptide
VRC34.01,MI369_A5,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.115,0.924,,gp41 fusion peptide
VRC34.01,MI369_A5,Wang et al. Cell Rep. 42:112755 (2023),37436899,0.155,1.03,,gp41 fusion peptide
VRC34.01,MI369_A5,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.147,0.808,,gp41 fusion peptide
VRC34.01,MN_3,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,MN_3,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,MN_3,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,MS208_A1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,MS208_A1,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,MS208_A1,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,MW965_26,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,MW965_26,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,2.38,>50,,gp41 fusion peptide
VRC34.01,MW965_26,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,35.8,>100,,gp41 fusion peptide
VRC34.01,NKU3006_EC1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,NKU3006_EC1,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,NKU3006_EC1,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,P0402_C2_11,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,P0402_C2_11,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,P0402_C2_11,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,P1981_C5_3,Kong et al. Cell 178:567-584.e19 (2019),31348886,1.36,>500,,gp41 fusion peptide
VRC34.01,P1981_C5_3,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,1.53,>50,,gp41 fusion peptide
VRC34.01,P1981_C5_3,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,1.17,>100,,gp41 fusion peptide
VRC34.01,PVO_4,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,PVO_4,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,PVO_4,Kong et al. Science 352:828 (2016a) - dataset 2,27174988,>50,,,gp41 fusion peptide
VRC34.01,PVO_4,Wang et al. Nat Biotechnol. 36:152 (2018),29309060,>50,,,gp41 fusion peptide
VRC34.01,PVO_4,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,Q168_A2,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.162,0.558,,gp41 fusion peptide
VRC34.01,Q168_A2,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.227,0.676,,gp41 fusion peptide
VRC34.01,Q168_A2,Kong et al. Science 352:828 (2016a) - dataset 2,27174988,0.075,,,gp41 fusion peptide
VRC34.01,Q168_A2,Wang et al. Nat Biotechnol. 36:152 (2018),29309060,0.18,,,gp41 fusion peptide
VRC34.01,Q168_A2,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.23,0.757,,gp41 fusion peptide
VRC34.01,Q23_17,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.178,0.859,,gp41 fusion peptide
VRC34.01,Q23_17,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.106,0.58,,gp41 fusion peptide
VRC34.01,Q23_17,Kong et al. Science 352:828 (2016a) - dataset 2,27174988,0.052,,,gp41 fusion peptide
VRC34.01,Q23_17,Shen et al. Cell Host & Microbe 27:531 (2020) - dataset 2,32130953,0.17,1.03,,gp41 fusion peptide
VRC34.01,Q23_17,Wang et al. Cell Rep. 42:112755 (2023),37436899,0.173,1.21,,gp41 fusion peptide
VRC34.01,Q23_17,Wang et al. Nat Biotechnol. 36:152 (2018),29309060,0.11,,,gp41 fusion peptide
VRC34.01,Q23_17,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.098,0.582,,gp41 fusion peptide
VRC34.01,Q23_17,Xu et al. Nat Med 24:857 (2018) - dataset 3,29867235,0.083,0.36,,gp41 fusion peptide
VRC34.01,Q259_17,Kong et al. Cell 178:567-584.e19 (2019),31348886,3.31,266,,gp41 fusion peptide
VRC34.01,Q259_17,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,3.19,>50,,gp41 fusion peptide
VRC34.01,Q259_17,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,1.58,>100,,gp41 fusion peptide
VRC34.01,Q461_E2,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,Q461_E2,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,Q461_E2,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,Q769_D22,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,Q769_D22,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,Q769_D22,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
