Antibody,Virus,Reference,Pubmed ID,IC50,IC80,ID50,Type
VRC34.01,3589_V1_C4,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.268,0.768,,gp41 fusion peptide
VRC34.01,3589_V1_C4,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.075,0.276,,gp41 fusion peptide
VRC34.01,3637_V5_C3,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,3637_V5_C3,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,3637_V5_C3,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,3718_3_11,Kong et al. Cell 178:567-584.e19 (2019),31348886,2.37,32.9,,gp41 fusion peptide
VRC34.01,3718_3_11,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,1.68,17.5,,gp41 fusion peptide
VRC34.01,3718_3_11,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.752,10.3,,gp41 fusion peptide
VRC34.01,3817_V2_C59,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,3817_V2_C59,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,3817_V2_C59,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,3873_V1_C24,Kong et al. Cell 178:567-584.e19 (2019),31348886,1.11,46.9,,gp41 fusion peptide
VRC34.01,3873_V1_C24,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.218,>50,,gp41 fusion peptide
VRC34.01,3873_V1_C24,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.214,>100,,gp41 fusion peptide
VRC34.01,3988_25,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.056,0.235,,gp41 fusion peptide
VRC34.01,3988_25,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.083,0.339,,gp41 fusion peptide
VRC34.01,3988_25,Shen et al. Cell Host & Microbe 27:531 (2020) - dataset 2,32130953,0.08,0.33,,gp41 fusion peptide
VRC34.01,3988_25,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.059,0.267,,gp41 fusion peptide
VRC34.01,3988_25,Xu et al. Nat Med 24:857 (2018) - dataset 3,29867235,0.028,0.111,,gp41 fusion peptide
VRC34.01,398_F1_F6_20,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.16,1.22,,gp41 fusion peptide
VRC34.01,398_F1_F6_20,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.108,4.19,,gp41 fusion peptide
VRC34.01,398_F1_F6_20,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.112,5.76,,gp41 fusion peptide
VRC34.01,45_01DG5,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.599,27.5,,gp41 fusion peptide
VRC34.01,45_01DG5,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.878,>50,,gp41 fusion peptide
VRC34.01,45_01DG5,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.771,>100,,gp41 fusion peptide
VRC34.01,451_AT_SGA5,Mandizvo et al. J Virol 96:e0127022 (2022),36453881,0.421,,,gp41 fusion peptide
VRC34.01,57128_VRC15,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,57128_VRC15,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,57128_VRC15,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,5768_4,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,5768_4,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,5768_4,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,6095_V1_C10,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,6095_V1_C10,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,6095_V1_C10,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,6101_1,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.316,2.39,,gp41 fusion peptide
VRC34.01,6101_1,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.921,4.96,,gp41 fusion peptide
VRC34.01,6101_1,Kong et al. Science 352:828 (2016a) - dataset 2,27174988,0.497,,,gp41 fusion peptide
VRC34.01,6101_1,Wang et al. Nat Biotechnol. 36:152 (2018),29309060,0.91,,,gp41 fusion peptide
VRC34.01,6101_1,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.366,1.37,,gp41 fusion peptide
VRC34.01,620345_C1,Kong et al. Cell 178:567-584.e19 (2019),31348886,351,>500,,gp41 fusion peptide
VRC34.01,620345_C1,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,620345_C1,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,6322_V4_C1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,6322_V4_C1,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,6322_V4_C1,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,6405_V4_C34,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,6405_V4_C34,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,6405_V4_C34,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,6471_V1_C16,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,6471_V1_C16,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,6471_V1_C16,Wang et al. Cell Rep. 42:112755 (2023),37436899,>100,>100,,gp41 fusion peptide
VRC34.01,6471_V1_C16,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,651_AT_SGA5,Mandizvo et al. J Virol 96:e0127022 (2022),36453881,>25,,,gp41 fusion peptide
VRC34.01,651_AT_SGA8,Mandizvo et al. J Virol 96:e0127022 (2022),36453881,10.130,,,gp41 fusion peptide
VRC34.01,651_LN_C40,Mandizvo et al. J Virol 96:e0127022 (2022),36453881,2.080,,,gp41 fusion peptide
VRC34.01,651_LN_C43,Mandizvo et al. J Virol 96:e0127022 (2022),36453881,0.730,,,gp41 fusion peptide
VRC34.01,6535_3,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,6535_3,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,6535_3,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,6540_V4_C1,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.305,0.824,,gp41 fusion peptide
VRC34.01,6540_V4_C1,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.345,1.14,,gp41 fusion peptide
VRC34.01,6540_V4_C1,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.185,0.707,,gp41 fusion peptide
VRC34.01,6545_V4_C1,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.156,0.476,,gp41 fusion peptide
VRC34.01,6545_V4_C1,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.197,0.629,,gp41 fusion peptide
VRC34.01,6545_V4_C1,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.149,0.487,,gp41 fusion peptide
VRC34.01,6631_V3_C10,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,6631_V3_C10,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,6631_V3_C10,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,6644_V2_C33,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.044,0.125,,gp41 fusion peptide
VRC34.01,6644_V2_C33,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.036,0.117,,gp41 fusion peptide
VRC34.01,6644_V2_C33,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.026,0.078,,gp41 fusion peptide
VRC34.01,6785_V5_C14,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,6785_V5_C14,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,6785_V5_C14,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,6838_V1_C35,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.052,0.204,,gp41 fusion peptide
VRC34.01,6838_V1_C35,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.043,0.216,,gp41 fusion peptide
VRC34.01,6838_V1_C35,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.034,0.114,,gp41 fusion peptide
VRC34.01,703010217_B6,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,703010217_B6,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,703010217_B6,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,7165_18,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,7165_18,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,7165_18,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,89_6,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.044,0.133,,gp41 fusion peptide
VRC34.01,89_6,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.049,0.149,,gp41 fusion peptide
VRC34.01,89_6,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.041,0.228,,gp41 fusion peptide
VRC34.01,928_28,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,928_28,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,928_28,Wang et al. Cell Rep. 42:112755 (2023),37436899,>100,>100,,gp41 fusion peptide
VRC34.01,928_28,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,92BR025_9,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.805,10.7,,gp41 fusion peptide
VRC34.01,92BR025_9,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.96,8.38,,gp41 fusion peptide
VRC34.01,92BR025_9,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.3,4.04,,gp41 fusion peptide
VRC34.01,92RW020_2,Kong et al. Cell 178:567-584.e19 (2019),31348886,1.29,>500,,gp41 fusion peptide
VRC34.01,92RW020_2,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,1.61,>50,,gp41 fusion peptide
VRC34.01,92RW020_2,Kong et al. Science 352:828 (2016a) - dataset 2,27174988,0.891,,,gp41 fusion peptide
VRC34.01,92RW020_2,Wang et al. Nat Biotechnol. 36:152 (2018),29309060,1.1,,,gp41 fusion peptide
VRC34.01,92RW020_2,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,2.71,>100,,gp41 fusion peptide
VRC34.01,96ZM651_02,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.033,0.127,,gp41 fusion peptide
VRC34.01,96ZM651_02,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.05,0.208,,gp41 fusion peptide
VRC34.01,96ZM651_02,Wang et al. Cell Rep. 42:112755 (2023),37436899,0.121,0.414,,gp41 fusion peptide
VRC34.01,96ZM651_02,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.038,0.119,,gp41 fusion peptide
VRC34.01,A03349M1_VRC4A,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,A03349M1_VRC4A,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,A03349M1_VRC4A,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,A07412M1_VRC12,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,A07412M1_VRC12,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,A07412M1_VRC12,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,AC10_29,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,AC10_29,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,AC10_29,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,ADA,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,ADA,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,ADA,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,AIIMS731_73105B,Mishra et al. J Virol 15;94:e00814 (2020),32669335,2.036,,,gp41 fusion peptide
VRC34.01,AIIMS731_73105C,Mishra et al. J Virol 15;94:e00814 (2020),32669335,2.214,,,gp41 fusion peptide
VRC34.01,AIIMS731_73105D,Mishra et al. J Virol 15;94:e00814 (2020),32669335,1.026,,,gp41 fusion peptide
VRC34.01,AIIMS731_73105E,Mishra et al. J Virol 15;94:e00814 (2020),32669335,1.856,,,gp41 fusion peptide
VRC34.01,AIIMS731_73105H,Mishra et al. J Virol 15;94:e00814 (2020),32669335,1.356,,,gp41 fusion peptide
VRC34.01,AIIMS731_73106F,Mishra et al. J Virol 15;94:e00814 (2020),32669335,1.241,,,gp41 fusion peptide
VRC34.01,AMC009_1B5,Schorcht et al. J Virol 94:e01214 (2020),32999024,>25,,,gp41 fusion peptide
VRC34.01,BAL_01,Kong et al. Cell 178:567-584.e19 (2019),31348886,1.41,55,,gp41 fusion peptide
VRC34.01,BAL_01,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,1.32,21.8,,gp41 fusion peptide
VRC34.01,BAL_01,Kong et al. Science 352:828 (2016a) - dataset 2,27174988,0.110,,,gp41 fusion peptide
VRC34.01,BAL_01,Wang et al. Nat Biotechnol. 36:152 (2018),29309060,0.71,,,gp41 fusion peptide
VRC34.01,BAL_01,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.616,30.3,,gp41 fusion peptide
VRC34.01,BAL_26,Kong et al. Cell 178:567-584.e19 (2019),31348886,353,>500,,gp41 fusion peptide
VRC34.01,BAL_26,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,BAL_26,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,BB201_B42,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.064,0.298,,gp41 fusion peptide
VRC34.01,BB201_B42,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.09,0.387,,gp41 fusion peptide
VRC34.01,BB201_B42,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.053,0.231,,gp41 fusion peptide
VRC34.01,BB539_2B13,Kong et al. Cell 178:567-584.e19 (2019),31348886,1.82,>500,,gp41 fusion peptide
VRC34.01,BB539_2B13,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.496,>50,,gp41 fusion peptide
VRC34.01,BB539_2B13,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,1.33,>100,,gp41 fusion peptide
VRC34.01,BG1168_1,Kong et al. Cell 178:567-584.e19 (2019),31348886,4.83,>500,,gp41 fusion peptide
VRC34.01,BG1168_1,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,20.9,>50,,gp41 fusion peptide
VRC34.01,BG1168_1,Kong et al. Science 352:828 (2016a) - dataset 2,27174988,0.330,,,gp41 fusion peptide
VRC34.01,BG1168_1,Wang et al. Nat Biotechnol. 36:152 (2018),29309060,1.2,,,gp41 fusion peptide
VRC34.01,BG1168_1,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,2.14,>100,,gp41 fusion peptide
VRC34.01,BG505_W6M_C2,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.211,1.45,,gp41 fusion peptide
VRC34.01,BG505_W6M_C2,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.096,0.868,,gp41 fusion peptide
VRC34.01,BG505_W6M_C2,Kong et al. Science 352:828 (2016a) - dataset 2,27174988,0.131,,,gp41 fusion peptide
VRC34.01,BG505_W6M_C2,Shen et al. Cell Host & Microbe 27:531 (2020) - dataset 2,32130953,0.21,0.96,,gp41 fusion peptide
VRC34.01,BG505_W6M_C2,Wang et al. Cell Rep. 42:112755 (2023),37436899,0.116,0.641,,gp41 fusion peptide
VRC34.01,BG505_W6M_C2,Wang et al. Nat Biotechnol. 36:152 (2018),29309060,0.14,,,gp41 fusion peptide
VRC34.01,BG505_W6M_C2,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.083,0.418,,gp41 fusion peptide
VRC34.01,BG505_W6M_C2,Xu et al. Nat Med 24:857 (2018) - dataset 3,29867235,0.069,0.331,,gp41 fusion peptide
VRC34.01,BG505_W6M_C2_N611Q,Shen et al. Cell Host & Microbe 27:531 (2020) - dataset 2,32130953,0.02,0.18,,gp41 fusion peptide
VRC34.01,BG505_W6M_C2_N611Q,Wang et al. Cell Rep. 42:112755 (2023),37436899,0.017,0.084,,gp41 fusion peptide
VRC34.01,BG505_W6M_C2_S241N,Wang et al. Cell Rep. 42:112755 (2023),37436899,0.758,4.61,,gp41 fusion peptide
VRC34.01,BI369_9A,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.108,1.54,,gp41 fusion peptide
VRC34.01,BI369_9A,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.07,1.5,,gp41 fusion peptide
VRC34.01,BI369_9A,Wang et al. Cell Rep. 42:112755 (2023),37436899,0.134,1.25,,gp41 fusion peptide
VRC34.01,BI369_9A,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.058,0.517,,gp41 fusion peptide
VRC34.01,BJOX002000_03_2,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.251,1.19,,gp41 fusion peptide
VRC34.01,BJOX002000_03_2,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.243,0.883,,gp41 fusion peptide
VRC34.01,BJOX002000_03_2,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.177,0.624,,gp41 fusion peptide
VRC34.01,BJOX009000_02_4,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,BJOX009000_02_4,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,BJOX009000_02_4,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,BJOX010000_06_2,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,BJOX010000_06_2,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,BJOX010000_06_2,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,BJOX025000_01_1,Kong et al. Cell 178:567-584.e19 (2019),31348886,222,>500,,gp41 fusion peptide
VRC34.01,BJOX025000_01_1,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,BJOX025000_01_1,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,BJOX028000_10_3,Kong et al. Cell 178:567-584.e19 (2019),31348886,134,>500,,gp41 fusion peptide
VRC34.01,BJOX028000_10_3,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,BJOX028000_10_3,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,57,>100,,gp41 fusion peptide
VRC34.01,BL01,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.096,0.841,,gp41 fusion peptide
VRC34.01,BL01,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.117,0.615,,gp41 fusion peptide
VRC34.01,BL01,Shen et al. Cell Host & Microbe 27:531 (2020) - dataset 2,32130953,0.1,0.58,,gp41 fusion peptide
VRC34.01,BL01,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.051,0.513,,gp41 fusion peptide
VRC34.01,BL01,Xu et al. Nat Med 24:857 (2018) - dataset 3,29867235,0.048,0.193,,gp41 fusion peptide
VRC34.01,BR07,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,BR07,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,BR07,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,BS208_B1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,BS208_B1,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,BS208_B1,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,BX08_16,Kong et al. Cell 178:567-584.e19 (2019),31348886,1.57,9.55,,gp41 fusion peptide
VRC34.01,BX08_16,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,1.29,8.28,,gp41 fusion peptide
VRC34.01,BX08_16,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.341,4.24,,gp41 fusion peptide
VRC34.01,C1080_C3,Kong et al. Cell 178:567-584.e19 (2019),31348886,5.2,103,,gp41 fusion peptide
VRC34.01,C1080_C3,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,17.5,>50,,gp41 fusion peptide
VRC34.01,C1080_C3,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,4.46,>100,,gp41 fusion peptide
VRC34.01,C2101_C1,Kong et al. Cell 178:567-584.e19 (2019),31348886,13.8,>500,,gp41 fusion peptide
VRC34.01,C2101_C1,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,C2101_C1,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.218,>100,,gp41 fusion peptide
VRC34.01,C3347_C11,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,C3347_C11,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,C3347_C11,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,C4118_9,Kong et al. Cell 178:567-584.e19 (2019),31348886,103,>500,,gp41 fusion peptide
VRC34.01,C4118_9,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,C4118_9,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,CAAN5342,Kong et al. Cell 178:567-584.e19 (2019),31348886,5.5,>500,,gp41 fusion peptide
VRC34.01,CAAN5342,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,7.2,>50,,gp41 fusion peptide
VRC34.01,CAAN5342,Kong et al. Science 352:828 (2016a) - dataset 2,27174988,0.319,,,gp41 fusion peptide
VRC34.01,CAAN5342,Wang et al. Nat Biotechnol. 36:152 (2018),29309060,2.1,,,gp41 fusion peptide
VRC34.01,CAAN5342,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,1.93,>100,,gp41 fusion peptide
VRC34.01,CAP210_E8,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.218,0.925,,gp41 fusion peptide
VRC34.01,CAP210_E8,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.37,1.45,,gp41 fusion peptide
VRC34.01,CAP210_E8,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.091,0.548,,gp41 fusion peptide
VRC34.01,CAP244_D3,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,CAP244_D3,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,CAP244_D3,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,CAP256_SU,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,CAP256_SU,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,CAP256_SU,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,CAP45_G3,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.064,0.194,,gp41 fusion peptide
VRC34.01,CAP45_G3,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.07,0.237,,gp41 fusion peptide
VRC34.01,CAP45_G3,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.045,0.141,,gp41 fusion peptide
VRC34.01,CE1176_A3,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.216,1.35,,gp41 fusion peptide
VRC34.01,CE1176_A3,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,0.209,1.01,,gp41 fusion peptide
VRC34.01,CE1176_A3,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,0.154,0.706,,gp41 fusion peptide
VRC34.01,CH038_12,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion peptide
VRC34.01,CH038_12,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,CH038_12,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
VRC34.01,CH070_1,Kong et al. Cell 178:567-584.e19 (2019),31348886,289,>500,,gp41 fusion peptide
VRC34.01,CH070_1,Kong et al. Science 352:828 (2016a) - dataset 1,27174988,>50,>50,,gp41 fusion peptide
VRC34.01,CH070_1,Xu et al. Nat Med 24:857 (2018) - dataset 1,29867235,>100,>100,,gp41 fusion peptide
